,class_acc,curr_loss,epoch,loss_class_cls,loss_class_regr,loss_rpn_cls,loss_rpn_regr,"mean_overlapping_bboxes, ",val_class_acc,val_curr_loss,val_loss_class_cls,val_loss_class_regr,val_loss_rpn_cls,val_loss_rpn_regr,"val_mean_overlapping_bboxes, "
0,0.6796875,2.0328564378120717,1,0.622056184053421,0.45267743903398516,0.8553411288303103,0.10278168589435518,10.352,0.6631380510440835,1.7127782807452008,0.62465612420903,0.4428087923062097,0.5439878274090186,0.10132553682094246,10.965197215777263
1,0.6581875,1.6582292019246634,2,0.6282548987865448,0.43482004770636556,0.49242224555337105,0.10273200987838209,11.315369261477047,0.6802494199535963,1.5598816124408987,0.6353162194487667,0.42091883521898715,0.4034107140792596,0.10023584369388507,12.0
2,0.6613125,1.6444922514860645,3,0.6106610305607318,0.41934835267066956,0.5048596415654882,0.10962322668917478,13.186,0.6529872389791184,1.6190498769301944,0.6129752764707375,0.4033348257469744,0.48567943607282615,0.11706033863965638,14.180974477958237
3,0.7021875,1.5057880270012207,4,0.5602319589257241,0.3941433836519718,0.4368095216738543,0.11460316274967045,13.399201596806387,0.6853973317865429,1.5737771554039321,0.6004297224385556,0.36612046321555797,0.5042824590353543,0.10294451071446428,13.301624129930394
4,0.74475,1.4538812548989934,5,0.5140277841426432,0.36524165120720864,0.47438081468609555,0.1002310048630461,13.856,0.742314385150812,1.4453177043507996,0.5239116816096474,0.36046321091961697,0.4532966965266032,0.10764611529493208,15.767981438515081
5,0.76625,1.3736262128770622,6,0.48662487399578097,0.3492916803658009,0.42545614485100763,0.11225351366447285,13.942,0.7330336426914154,1.3487471228098058,0.5266916739242259,0.3327866927861061,0.39237268571968403,0.09689607037978977,14.11368909512761
6,0.78525,1.268257966335343,7,0.45681936747580765,0.317847306355834,0.38879793588858264,0.10479335661511868,12.956,0.7822650812064965,1.2679418395329907,0.46123536442797586,0.3006875984145981,0.40437318840177683,0.10164568828863985,13.570765661252901
7,0.7975,1.1251785996838701,8,0.433408495336771,0.30595710292458533,0.2928104506696803,0.09300255075283348,13.95,0.7874854988399071,1.1894924889909606,0.4492736284182409,0.28066342711241227,0.3601204366543087,0.09943499680599868,14.002320185614849
8,0.806875,1.092796352613767,9,0.41627930514514444,0.286206182256341,0.2895193786956867,0.10079148651659489,13.524,0.798868909512761,1.1518501920986024,0.4343596776891197,0.287895413586684,0.33039060865747416,0.09920449216532458,12.94663573085847
9,0.8111875,1.0659640598622535,10,0.41856254658661785,0.2851498132124543,0.26736575881386293,0.09488594124931841,13.056,0.7705916473317865,1.1165044290391533,0.4738394868000477,0.2749639230406478,0.2732950264553199,0.09440599274313782,13.081206496519721
10,0.8095625,0.9430327190435741,11,0.4107209802865982,0.27194489043951037,0.17123505469553804,0.0891317936219275,13.514,0.8148201856148491,1.067844184093737,0.409711731818187,0.265194177947368,0.2970846670714645,0.09585360725671745,13.82830626450116
11,0.818875,0.9523903101848392,12,0.39749668997526166,0.2727377768754959,0.1883441819798155,0.09381166135426611,13.488,0.802639211136891,1.0447127841566428,0.42091909330986493,0.284475644199035,0.24293781064662384,0.09638023600111913,13.842227378190255
12,0.8184375,0.9399477237841309,13,0.3960621318221092,0.2636991716176271,0.18902441215060736,0.09116200819378718,13.666,0.8011165893271461,1.0023741658627094,0.42390294722227373,0.2602946194550001,0.2253325329847983,0.09284406620063744,13.385150812064966
13,0.8214375,0.8789469692219707,14,0.38652533596754074,0.2503193270713091,0.14862292775946737,0.09347937842365354,13.334,0.8309889791183295,0.9639682208308747,0.3829550794444615,0.24403934071830144,0.23993052034691462,0.09704328032119713,13.204176334106728
14,0.83175,0.8355521417410519,15,0.3734093847051263,0.24048231802880765,0.12930377469690837,0.09235666431020945,13.598,0.824318445475638,0.9794148882985454,0.376516223394608,0.24206108369123355,0.26925604719319013,0.09158153401951363,14.227378190255221
