,loss,top_1_error,top_3_error,val_loss,val_top_1_error,val_top_3_error
0,4.977430543074241,0.7496153964446142,0.5273077063835584,1.872546352658953,0.5771428636142186,0.29257145268576484
1,2.024256808253435,0.6046153920201155,0.33769232894365603,1.850625467300415,0.5611428618431091,0.2948571630886623
2,1.9834812329365656,0.5965384697684875,0.32461540687542695,1.811149433680943,0.549714297907693,0.2777143052646092
3,1.8799435507792692,0.5696153950232726,0.30192310076493484,1.5985022681100027,0.49371428659984046,0.24000002826963152
4,1.8322153091430664,0.5528957632057455,0.28262550662843416,1.6236240557261876,0.4902857269559588,0.22171431268964495
5,1.7088833548701727,0.53230770276143,0.25692310298864657,1.6444961615971156,0.5051428658621652,0.23314288003104075
6,1.7085316353119337,0.5273077035179505,0.24653848604514048,1.6935041734150478,0.5142857262066433,0.2491428818021502
7,1.6611708643344731,0.5207692367526201,0.23807694705633017,1.5534085422171273,0.4660529457932923,0.21518989859022397
8,1.698320331481787,0.515000010912235,0.26653848932339597,1.5887115682874406,0.4651428733553205,0.21714288336890084
9,1.719685804429662,0.534749042228382,0.25289577959126947,1.5968217543193273,0.48914287430899483,0.2285714558192662
10,1.544575565136396,0.4815384791447566,0.22076925807274306,1.5471889070102147,0.454857155254909,0.2320000239780971
11,1.5475391401694372,0.47692309148036516,0.21730771775429064,1.6423610317144623,0.5028768876616782,0.23130036607573304
12,1.5790268807457044,0.49346155100143874,0.23192309932066843,1.5666762045451572,0.4720000079699925,0.20457145656858172
13,1.6082183821843221,0.4873077061313849,0.23153848602221563,1.4719820090702602,0.4674285803522382,0.18857145479747228
14,1.6198543756624906,0.49382240443156034,0.22779925483994504,1.4257726243564062,0.43085715430123467,0.2114286014011928
15,1.4936698898673058,0.4753846308359733,0.2119231057854799,1.542555431502049,0.4913694036157825,0.20023017422102127
16,1.525154180251635,0.4765384735969397,0.211538488475176,1.5679135731288365,0.478857159614563,0.22057145493371147
17,1.5000633431168704,0.4646154000208928,0.20576925575733185,1.4893041099820818,0.43885715518678936,0.2125714523451669
18,1.5097568757258928,0.473846163887244,0.21307695026581103,1.5113804612840924,0.46514286994934084,0.20914288588932584
19,1.5413792817979246,0.46911198291999495,0.22084944496743927,1.5782604042624988,0.48446491425824795,0.21979288861447016
20,1.4267704779138932,0.4423077077819751,0.19115387017910296,1.4935343878609793,0.4468571594783238,0.20571431262152537
21,1.432796296591942,0.4396153980722794,0.20038464206915635,1.5024700113705227,0.45714286736079623,0.20457145145961217
22,1.4839841282138457,0.45153847680642056,0.2073077175479669,1.4927425742149354,0.4491428681782314,0.1977143100329808
23,1.5189247091229146,0.4696153958256428,0.20076925651385233,1.4729706645011902,0.44418873769092887,0.186421193791204
24,1.4942246498288334,0.46872588382264363,0.1988417238112122,1.5232813324247088,0.4571428690637861,0.2194285920688084
25,1.3649636105849192,0.4380769362816444,0.1830769473543534,1.4492378285952976,0.4297142965453012,0.20000002213886806
26,1.422961338208272,0.4423077072088535,0.1846154102912316,1.4523005366325379,0.4605714423315866,0.19542860303606305
27,1.4396418189773192,0.45615385702023137,0.18923079680937988,1.5090532541275024,0.44000001634870256,0.2000000272478376
28,1.435998270717951,0.4496154005710895,0.1942307954797378,1.5426523957933698,0.456000018119812,0.20571430580956596
29,1.469162858245916,0.44555986054155355,0.1972973227040648,1.4649882861546109,0.4320000171661377,0.20114288330078126
30,1.3500992082632506,0.4269230904487463,0.18269233577526534,1.4510745191464354,0.4441887337813032,0.1887226926443629
31,1.3617344171955035,0.4419230898985496,0.17423079564021185,1.422356789452689,0.4331428698131016,0.20342859540666852
32,1.4385801295821483,0.4511538612154814,0.20000002647821719,1.4904483028820583,0.4548571603638785,0.2011428781918117
