,loss,top_1_error,top_3_error,val_loss,val_top_1_error,val_top_3_error
0,2.6063116469034333,0.6646341463414634,0.3982469512195122,2.117485487902606,0.5706018518518519,0.26851851851851855
1,2.076031292357096,0.5499237804878049,0.2923018292682927,2.110796981387668,0.5081018518518519,0.28935185185185186
2,2.064774122180008,0.5342987804878049,0.26448170731707316,2.0312870608435736,0.5092592592592593,0.2847222222222222
3,2.1190018203200363,0.5346798780487805,0.2709603658536585,1.9591442696050863,0.5133256076523216,0.253765933483252
4,1.9513742169017194,0.5076277647465809,0.2513348580225109,1.997162770341944,0.5104166666666666,0.23842592592592593
5,1.381091923975363,0.40015243902439024,0.17263719512195122,1.9098315945378057,0.4699074074074074,0.21643518518518517
6,1.435907220695077,0.42339939024390244,0.1676829268292683,1.9474223498944883,0.5127314814814815,0.22106481481481483
7,1.4928526863819216,0.43102134146341464,0.1680640243902439,2.0168375322467895,0.5052143701396425,0.23406720831385908
8,1.615371922894222,0.45541158536585363,0.18978658536585366,2.1225886830577143,0.5196759259259259,0.26851851851851855
9,1.594764585080354,0.45080091533180777,0.18154080845216683,1.9478746431845206,0.5034722222222222,0.21180555555555555
10,1.1033962972280456,0.3399390243902439,0.11471036585365854,1.9529762312217995,0.48032407407407407,0.22800925925925927
11,1.1819762238642064,0.36547256097560976,0.12614329268292682,1.9650209126649079,0.4976851851851852,0.22800925925925927
12,1.2968825072776982,0.3795731707317073,0.1486280487804878,1.9179129468070135,0.4652777777777778,0.23726851851851852
13,1.3013807760506142,0.3875762195121951,0.13833841463414634,1.940220629727399,0.49074074074074076,0.2199074074074074
14,1.216889560995531,0.35697940444327964,0.12090007550474527,2.100047419825407,0.509849363240831,0.2247972196941442
15,0.9263754450693363,0.2854420731707317,0.08498475609756098,1.940303228519581,0.4652777777777778,0.2349537037037037
16,1.0113079635108388,0.3163109756097561,0.09451219512195122,2.0173066942780107,0.49189814814814814,0.2175925925925926
17,1.0301390290260315,0.33460365853658536,0.10060975609756098,1.9206184943517048,0.4756944444444444,0.2175925925925926
18,1.1094529912239168,0.3323170731707317,0.10518292682926829,1.9824524782209518,0.486674392140478,0.2317497121085988
19,1.05224903642813,0.3264683441839356,0.10564454532960824,1.952143183460942,0.4675925925925926,0.2152777777777778
20,0.8182548760640912,0.25990853658536583,0.06935975609756098,2.098723212877909,0.4988425925925926,0.2349537037037037
21,0.8583569868308741,0.27934451219512196,0.07317073170731707,1.954260923244335,0.4583333333333333,0.20023148148148148
22,0.9243924843101967,0.2995426829268293,0.08765243902439024,2.2416636016633777,0.5046296296296297,0.2534722222222222
23,1.0143332946591261,0.3155487804878049,0.09336890243902439,2.3641113307740955,0.5034722222222222,0.2523148148148148
24,0.9750536699316867,0.2997711661387545,0.09038901524540124,2.1811644854368986,0.5196759259259259,0.21643518518518517
25,0.7208893589857148,0.22751524390243902,0.053734756097560975,2.2421675756107478,0.5133256088264572,0.24449594520887108
26,0.8016068695521936,0.26410060975609756,0.06135670731707317,2.170926813726072,0.49189814814814814,0.22453703703703703
